1,0,0,-0.202453988,0.042944785,-0.429447853,-0.018404908,-0.582822086,-0.104294479,-0.73006135,-0.159509202,-0.521472393,-0.411042945,-0.687116564,-0.582822086,-0.785276074,-0.693251534,-0.865030675,-0.803680982,-0.435582822,-0.490797546,-0.625766871,-0.699386503,-0.736196319,-0.834355828,-0.828220859,-0.963190184,-0.325153374,-0.527607362,-0.472392638,-0.736196319,-0.558282209,-0.871165644,-0.63803681,-1,-0.17791411,-0.527607362,-0.27607362,-0.687116564,-0.337423313,-0.797546012,-0.404907975,-0.901840491
1,0,0,-0.208588957,0.042944785,-0.429447853,-0.018404908,-0.582822086,-0.110429448,-0.73006135,-0.159509202,-0.521472393,-0.411042945,-0.693251534,-0.582822086,-0.791411043,-0.693251534,-0.871165644,-0.803680982,-0.435582822,-0.496932515,-0.625766871,-0.699386503,-0.736196319,-0.834355828,-0.828220859,-0.963190184,-0.325153374,-0.527607362,-0.472392638,-0.736196319,-0.558282209,-0.871165644,-0.644171779,-1,-0.18404908,-0.527607362,-0.27607362,-0.687116564,-0.343558282,-0.797546012,-0.404907975,-0.901840491
1,0,0,-0.203703704,0.049382716,-0.432098765,-0.018518519,-0.586419753,-0.104938272,-0.740740741,-0.148148148,-0.524691358,-0.401234568,-0.697530864,-0.580246914,-0.796296296,-0.697530864,-0.87654321,-0.808641975,-0.444444444,-0.487654321,-0.635802469,-0.691358025,-0.74691358,-0.833333333,-0.839506173,-0.962962963,-0.327160494,-0.524691358,-0.475308642,-0.734567901,-0.567901235,-0.87037037,-0.648148148,-1,-0.185185185,-0.530864198,-0.283950617,-0.691358025,-0.345679012,-0.796296296,-0.413580247,-0.907407407
1,0,0,-0.209876543,0.049382716,-0.432098765,-0.018518519,-0.586419753,-0.104938272,-0.740740741,-0.154320988,-0.530864198,-0.401234568,-0.703703704,-0.580246914,-0.802469136,-0.691358025,-0.882716049,-0.808641975,-0.450617284,-0.487654321,-0.641975309,-0.691358025,-0.74691358,-0.827160494,-0.839506173,-0.956790123,-0.333333333,-0.524691358,-0.481481481,-0.734567901,-0.567901235,-0.87654321,-0.648148148,-1,-0.191358025,-0.524691358,-0.283950617,-0.685185185,-0.351851852,-0.796296296,-0.419753086,-0.901234568
1,0,0,-0.202453988,0.042944785,-0.423312883,-0.024539877,-0.576687117,-0.110429448,-0.73006135,-0.159509202,-0.521472393,-0.404907975,-0.693251534,-0.582822086,-0.791411043,-0.693251534,-0.871165644,-0.803680982,-0.441717791,-0.490797546,-0.63190184,-0.693251534,-0.742331288,-0.828220859,-0.828220859,-0.957055215,-0.325153374,-0.527607362,-0.472392638,-0.736196319,-0.558282209,-0.877300613,-0.63803681,-1,-0.18404908,-0.527607362,-0.27607362,-0.687116564,-0.343558282,-0.791411043,-0.411042945,-0.901840491
1,0,0,-0.203703704,0.049382716,-0.432098765,-0.018518519,-0.586419753,-0.104938272,-0.740740741,-0.148148148,-0.530864198,-0.401234568,-0.703703704,-0.574074074,-0.802469136,-0.691358025,-0.882716049,-0.802469136,-0.450617284,-0.487654321,-0.635802469,-0.691358025,-0.74691358,-0.827160494,-0.839506173,-0.956790123,-0.333333333,-0.524691358,-0.481481481,-0.734567901,-0.574074074,-0.87654321,-0.654320988,-1,-0.197530864,-0.530864198,-0.290123457,-0.685185185,-0.351851852,-0.796296296,-0.419753086,-0.901234568
1,0,0,-0.204968944,0.049689441,-0.434782609,-0.02484472,-0.590062112,-0.105590062,-0.739130435,-0.155279503,-0.527950311,-0.403726708,-0.695652174,-0.577639752,-0.795031056,-0.689440994,-0.875776398,-0.801242236,-0.447204969,-0.49068323,-0.633540373,-0.695652174,-0.745341615,-0.832298137,-0.838509317,-0.962732919,-0.335403727,-0.527950311,-0.47826087,-0.739130435,-0.565217391,-0.875776398,-0.652173913,-1,-0.192546584,-0.527950311,-0.285714286,-0.689440994,-0.347826087,-0.801242236,-0.416149068,-0.906832298
1,0,0,-0.202453988,0.042944785,-0.423312883,-0.036809816,-0.576687117,-0.122699387,-0.717791411,-0.17791411,-0.515337423,-0.404907975,-0.680981595,-0.576687117,-0.773006135,-0.687116564,-0.852760736,-0.803680982,-0.435582822,-0.490797546,-0.619631902,-0.693251534,-0.72392638,-0.828220859,-0.81595092,-0.950920245,-0.319018405,-0.527607362,-0.466257669,-0.736196319,-0.552147239,-0.877300613,-0.63803681,-1,-0.17791411,-0.527607362,-0.26993865,-0.687116564,-0.337423313,-0.797546012,-0.398773006,-0.901840491
1,0,0,-0.202380952,-0.017857143,-0.398809524,-0.142857143,-0.523809524,-0.255952381,-0.648809524,-0.333333333,-0.410714286,-0.511904762,-0.529761905,-0.708333333,-0.613095238,-0.827380952,-0.678571429,-0.928571429,-0.321428571,-0.55952381,-0.452380952,-0.779761905,-0.541666667,-0.904761905,-0.613095238,-1,-0.220238095,-0.571428571,-0.327380952,-0.779761905,-0.410714286,-0.898809524,-0.488095238,-0.994047619,-0.095238095,-0.547619048,-0.166666667,-0.708333333,-0.226190476,-0.803571429,-0.285714286,-0.880952381
1,0,0,-0.206060606,-0.006060606,-0.418181818,-0.115151515,-0.551515152,-0.224242424,-0.678787879,-0.303030303,-0.436363636,-0.484848485,-0.56969697,-0.684848485,-0.660606061,-0.812121212,-0.727272727,-0.915151515,-0.351515152,-0.545454545,-0.490909091,-0.763636364,-0.587878788,-0.896969697,-0.660606061,-1,-0.242424242,-0.563636364,-0.345454545,-0.763636364,-0.424242424,-0.884848485,-0.496969697,-0.981818182,-0.115151515,-0.539393939,-0.181818182,-0.696969697,-0.248484848,-0.787878788,-0.315151515,-0.866666667
